	E1	E3
SMIM19	36.0	10.0
SMIM20	8.0	8.0
SMIM26	35.0	6.0
SMIM27	6.0	2.0
SMIM29	9.0	2.0
SMIM3	23.0	14.0
SMIM30	66.0	17.0
SMIM38	10.0	11.0
SMIM38_TPCN2	4.0	0.0
SMIM4	5.0	2.0
SMIM6	2.0	0.0
SMIM7	43.0	33.0
SMIM7_ENSG00000269044	0.0	9.0
SMIM8	7.0	7.0
SMN1	78.0	83.0
SMN2	17.0	20.0
SMNDC1	93.0	90.0
SMPD1	36.0	46.0
SMPD2	11.0	6.0
SMPD3	0.0	2.0
SMPD4	632.0	800.0
SMPD4BP	14.0	11.0
SMS	255.0	164.0
SMTN	61.0	44.0
SMTN_ENSG00000278920	0.0	4.0
SMU1	228.0	212.0
SMUG1	9.0	10.0
SMYD3	63.0	18.0
SMYD4	9.0	13.0
SMYD5	56.0	58.0
SNAI1	3.0	0.0
SNAI3	2.0	0.0
SNAI3-AS1	7.0	4.0
SNAP23	498.0	499.0
SNAP29	50.0	86.0
SNAP47	58.0	34.0
SNAPC1	17.0	36.0
SNAPC2	21.0	11.0
SNAPC3	87.0	110.0
SNAPC4	13.0	32.0
SNAPC5	6.0	13.0
SNAPC5_ENSG00000261351	10.0	21.0
SNAPIN	29.0	11.0
SND1	1928.0	2609.0
SNF8	2.0	2.0
SNHG1	13.0	11.0
SNHG11	11.0	2.0
SNHG14	6.0	9.0
SNHG14_ENSG00000261069	0.0	3.0
SNHG15	49.0	31.0
SNHG16	280.0	597.0
SNHG17	7.0	14.0
SNHG20	2.0	12.0
SNHG21	0.0	2.0
SNHG26	2.0	13.0
SNHG29	108.0	68.0
SNHG3	6.0	8.0
SNHG30	3.0	0.0
SNHG32	53.0	16.0
SNHG4	0.0	5.0
SNHG5	11.0	8.0
SNHG6	13.0	0.0
SNHG8	35.0	9.0
SNIP1	35.0	3.0
SNN	9.0	10.0
SNORA73A	3.0	9.0
SNORD17_SNX5	0.0	15.0
SNORD3B-1	4.0	0.0
SNPH	0.0	5.0
SNRK	104.0	156.0
SNRNP200	54.0	78.0
SNRNP200_ENSG00000230747	0.0	2661.0
SNRNP25	14.0	12.0
SNRNP27	54.0	27.0
SNRNP35	21.0	10.0
SNRNP40	116.0	139.0
SNRNP48	69.0	76.0
SNRNP70	41.0	17.0
SNRPA	58.0	22.0
SNRPA1	85.0	41.0
SNRPB	181.0	126.0
SNRPB2	22.0	23.0
SNRPC	58.0	20.0
SNRPD1	91.0	24.0
SNRPD2	80.0	23.0
SNRPD3	35.0	17.0
SNRPE	59.0	20.0
SNRPF	65.0	11.0
SNRPG	40.0	11.0
SNRPN	38.0	21.0
SNTB1	5.0	0.0
SNU13	101.0	46.0
SNUPN	47.0	22.0
SNW1	165.0	125.0
SNX1	323.0	264.0
SNX10	265.0	165.0
SNX11	111.0	99.0
SNX12	48.0	51.0
SNX13	104.0	196.0
SNX14	323.0	541.0
SNX15	13.0	8.0
SNX16	3.0	6.0
SNX17	226.0	164.0
SNX19	109.0	218.0
SNX2	268.0	161.0
SNX20	286.0	239.0
SNX22	2.0	0.0
SNX25	15.0	37.0
SNX27	5.0	0.0
SNX29	256.0	314.0
SNX3	46.0	27.0
SNX30	0.0	12.0
SNX4	351.0	357.0
SNX5	129.0	84.0
SNX5_SNORD17	32.0	0.0
SNX6	352.0	435.0
SNX8	99.0	30.0
SNX9	11.0	22.0
SOAT1	409.0	590.0
SOCS1	7.0	0.0
SOCS2	7.0	9.0
SOCS3	91.0	7.0
SOCS4	55.0	182.0
SOCS5	11.0	11.0
SOCS6	21.0	47.0
SOD1	93.0	34.0
SOD2	75.0	47.0
SOGA1	6.0	8.0
SOGA3	0.0	2.0
SON	411.0	618.0
SORBS1	0.0	4.0
SORBS2	0.0	23.0
SORBS3	11.0	0.0
SORCS3	0.0	2.0
SORD	82.0	122.0
SORD2P	0.0	58.0
SORL1	1308.0	1623.0
SORT1	16.0	4.0
SOS1	0.0	2.0
SOS2	0.0	4.0
SOX4	2.0	0.0
SP100	422.0	284.0
SP110	120.0	93.0
SP140	129.0	217.0
SP140L	64.0	102.0
SP2	75.0	93.0
SP2-AS1	0.0	2.0
SP2-DT	2.0	0.0
SP3	310.0	438.0
SP4	101.0	151.0
SPA17	8.0	2.0
SPACA9	5.0	3.0
SPAG1	8.0	0.0
SPAG16	35.0	11.0
SPAG4	4.0	0.0
SPAG5	881.0	863.0
SPAG6	0.0	2.0
SPAG7	56.0	26.0
SPAG9	50.0	41.0
SPARC	204.0	171.0
SPART	28.0	23.0
SPAST	171.0	305.0
SPATA13	84.0	60.0
SPATA18	8.0	3.0
SPATA2	87.0	99.0
SPATA20	84.0	14.0
SPATA2L	17.0	8.0
SPATA3-AS1	6.0	7.0
SPATA33	0.0	2.0
SPATA5	6.0	17.0
SPATA5L1	74.0	42.0
SPATA7	0.0	3.0
SPATC1L	13.0	3.0
SPATS2	58.0	32.0
SPATS2L	16.0	3.0
SPC24	46.0	34.0
SPC25	31.0	21.0
SPCS1	81.0	34.0
SPCS2	2.0	0.0
SPCS3	888.0	1182.0
SPDL1	124.0	186.0
SPECC1	144.0	266.0
SPECC1L	92.0	268.0
SPECC1L_ADORA2A	13.0	0.0
SPEN	4.0	4.0
SPESP1	0.0	7.0
SPG11	341.0	378.0
SPG21	116.0	44.0
SPG7	51.0	47.0
SPHK1	2.0	0.0
SPHK2	33.0	55.0
SPIB	166.0	41.0
SPICE1	98.0	100.0
SPIDR	158.0	185.0
SPIN1	89.0	251.0
SPIN2B	0.0	2.0
SPIN3	33.0	44.0
SPIN4	159.0	331.0
SPINT1	24.0	0.0
SPINT2	22.0	0.0
SPN	134.0	95.0
SPNS1	39.0	19.0
SPON2	4.0	0.0
SPOP	270.0	224.0
SPOPL	36.0	37.0
SPOUT1	89.0	113.0
SPPL2A	97.0	83.0
SPPL2B	37.0	36.0
SPR	8.0	2.0
SPRED2	17.0	14.0
SPRTN	36.0	49.0
SPRY1	7.0	3.0
SPRY2	2.0	0.0
SPRY4	14.0	0.0
SPRYD3	105.0	130.0
SPRYD4	11.0	19.0
SPRYD7	11.0	6.0
SPSB1	2.0	0.0
SPSB3	12.0	3.0
SPTAN1	1739.0	1382.0
SPTBN1	1970.0	1494.0
SPTLC1	299.0	373.0
SPTLC2	99.0	299.0
SPTSSA	63.0	59.0
SPTSSB	0.0	11.0
SPTY2D1	224.0	408.0
SQLE	415.0	605.0
SQOR	156.0	55.0
SQSTM1	282.0	135.0
SRA1	35.0	26.0
SRBD1	117.0	186.0
SRC	123.0	284.0
SRCAP	13.0	58.0
SRD5A1	41.0	50.0
SRD5A3	4.0	25.0
SREBF1	17.0	0.0
SREBF2	1401.0	1503.0
SREK1	62.0	47.0
SREK1IP1	34.0	53.0
SRF	4.0	31.0
SRFBP1	39.0	70.0
SRGAP2	2.0	8.0
SRGAP2B	3.0	0.0
SRGAP2C	16.0	15.0
SRGAP2D_ENSG00000289318	2.0	0.0
SRGAP3	11.0	15.0
SRGAP3_ENSG00000254485	2.0	0.0
SRGN	1057.0	238.0
SRI	100.0	138.0
SRM	0.0	5.0
SRP14	214.0	49.0
SRP14-DT	2.0	0.0
SRP19	31.0	31.0
SRP54	438.0	397.0
SRP68	331.0	236.0
SRP72	380.0	256.0
SRP9	426.0	328.0
SRPK1	387.0	965.0
SRPK2	4.0	27.0
SRPRA	783.0	1089.0
SRPRB	127.0	213.0
SRR	32.0	59.0
SRRM1	1085.0	1651.0
SRRM2	19.0	20.0
SRRM2-AS1	0.0	2.0
SRRT	430.0	596.0
SRSF1	1251.0	2866.0
SRSF10	31.0	46.0
SRSF11	123.0	96.0
SRSF2	525.0	658.0
SRSF3	705.0	697.0
SRSF4	659.0	361.0
SRSF5	492.0	415.0
SRSF6	264.0	58.0
SRSF7	274.0	226.0
SRSF8	20.0	14.0
SRSF9	4.0	8.0
SRXN1	0.0	2.0
SS18	685.0	1458.0
SS18L1	23.0	32.0
SS18L2	25.0	10.0
SSB	163.0	135.0
SSBP1	74.0	25.0
SSBP2	80.0	105.0
SSBP4	9.0	0.0
SSH1	25.0	11.0
SSH2	180.0	264.0
SSH3	3.0	2.0
SSNA1	18.0	12.0
SSR1	1344.0	2449.0
SSR2	82.0	64.0
SSR3	375.0	592.0
SSR4	88.0	22.0
SSRP1	905.0	888.0
SSTR2	0.0	5.0
SSTR3	121.0	19.0
SSU72	43.0	27.0
SSX2IP	8.0	5.0
ST13	564.0	589.0
ST20	2.0	0.0
ST20-AS1	2.0	3.0
ST3GAL1	41.0	5.0
ST3GAL2	9.0	2.0
ST3GAL3	33.0	23.0
ST3GAL6	0.0	35.0
ST3GAL6-AS1	0.0	14.0
ST6GAL1	3518.0	5465.0
ST6GALNAC3	2.0	0.0
ST6GALNAC4	29.0	9.0
ST6GALNAC4_ST6GALNAC6	3.0	0.0
ST6GALNAC6	8.0	3.0
ST7	84.0	50.0
ST7L	0.0	2.0
ST8SIA4	324.0	479.0
ST8SIA6-AS1	0.0	2.0
STAG1	413.0	707.0
STAG2	428.0	488.0
STAG3	38.0	4.0
STAG3L1	4.0	0.0
STAG3L3	6.0	2.0
STAG3L4	11.0	2.0
STAG3L5P-PVRIG2P-PILRB	0.0	2.0
STAM	86.0	56.0
STAM2	13.0	63.0
STAMBP	115.0	97.0
STAMBPL1	50.0	34.0
STAP1	58.0	16.0
STAP2	9.0	4.0
STARD10	2.0	0.0
STARD13	70.0	18.0
STARD13_ENSG00000230490	4.0	0.0
STARD3	54.0	44.0
STARD3NL	137.0	117.0
STARD4	471.0	675.0
STARD5	2.0	0.0
STARD7	862.0	1058.0
STARD7-AS1	5.0	0.0
STARD8	3.0	0.0
STARD9	0.0	3.0
STAT1	7461.0	9541.0
STAT2	0.0	8.0
STAT3	2048.0	1258.0
STAT5A	185.0	142.0
STAT5B	51.0	97.0
STAT6	479.0	492.0
STAU1	470.0	451.0
STAU2	192.0	341.0
STC2	96.0	51.0
STEAP1	11.0	0.0
STEAP3	55.0	53.0
STEEP1	20.0	5.0
STIL	257.0	399.0
STIM1	30.0	15.0
STIMATE	4.0	11.0
STING1	15.0	0.0
STIP1	255.0	285.0
STK10	691.0	786.0
STK11IP	47.0	70.0
STK16	59.0	31.0
STK17A	11.0	19.0
STK17B	196.0	414.0
STK19	3.0	3.0
STK24	40.0	11.0
STK25	78.0	55.0
STK26	748.0	1095.0
STK3	52.0	56.0
STK32B	0.0	3.0
STK32C	2.0	0.0
STK33	0.0	5.0
STK35	0.0	40.0
STK36	10.0	58.0
STK38	128.0	182.0
STK38L	557.0	849.0
STK4	121.0	216.0
STK40	2.0	5.0
STK40_LSM10	0.0	2.0
STMN1	353.0	185.0
STMP1	73.0	79.0
STN1	37.0	9.0
STOM	313.0	126.0
STOML1	13.0	6.0
STOML2	148.0	72.0
STPG1	5.0	0.0
STRADA	96.0	68.0
STRADB	29.0	37.0
STRAP	396.0	488.0
STRBP	45.0	10.0
STRIP1	121.0	192.0
STRIP2	3.0	4.0
STRN	2.0	0.0
STRN4	5.0	6.0
STS	68.0	26.0
STT3A	143.0	253.0
STT3B	20.0	164.0
STUB1	0.0	4.0
STX10	14.0	4.0
STX11	162.0	179.0
STX12	148.0	154.0
STX16	9.0	64.0
STX17	80.0	75.0
STX18	56.0	41.0
STX18-AS1	0.0	4.0
STX1B	15.0	9.0
STX4	21.0	16.0
STX5	115.0	56.0
STX6	38.0	29.0
STX7	261.0	513.0
STX8	19.0	2.0
STXBP1	0.0	15.0
STXBP2	82.0	44.0
STXBP3	134.0	146.0
STXBP4	6.0	19.0
STYX	216.0	488.0
STYXL1	7.0	2.0
SUB1	769.0	946.0
SUCLA2	232.0	248.0
SUCLG1	46.0	36.0
SUCLG2	450.0	391.0
SUDS3	206.0	91.0
SUFU	60.0	71.0
SUGP1	32.0	35.0
SUGP2	169.0	198.0
SUGT1	0.0	2.0
SUGT1P3	0.0	2.0
SULF2	0.0	24.0
SUMF1	20.0	29.0
SUMF2	110.0	139.0
SUMO1	208.0	124.0
SUMO2	334.0	81.0
SUMO2_JPT1	6.0	0.0
SUMO3	270.0	180.0
SUMO3_SLC19A1	0.0	2.0
SUN1	614.0	598.0
SUN2	19.0	51.0
SUOX	22.0	33.0
SUPT16H	774.0	1484.0
SUPT20H	176.0	297.0
SUPT3H	0.0	2.0
SUPT4H1	51.0	34.0
SUPT5H	2.0	16.0
SUPT6H	637.0	1074.0
SUPT7L	55.0	81.0
SUPV3L1	225.0	236.0
SURF1	2.0	4.0
SURF2	4.0	2.0
SURF4	870.0	1250.0
SURF6	80.0	57.0
SUSD1	2.0	2.0
SUSD3	29.0	10.0
SUSD6	207.0	426.0
SUV39H1	82.0	76.0
SUV39H2	85.0	113.0
SUV39H2-DT	2.0	0.0
SUZ12	11.0	43.0
SV2A	3.0	0.0
SV2B	0.0	20.0
SVBP	18.0	3.0
SVIL	6.0	0.0
SVIL-AS1	13.0	15.0
SVIP	11.0	10.0
SWAP70	182.0	255.0
SWI5	6.0	2.0
SWT1	20.0	40.0
SYAP1	43.0	45.0
SYBU	14.0	0.0
SYCE1L_MON1B	0.0	6.0
SYF2	35.0	8.0
SYK	72.0	52.0
SYMPK	589.0	603.0
SYNCRIP	309.0	666.0
SYNE1	22.0	35.0
SYNE2	120.0	110.0
SYNE3	76.0	32.0
SYNGAP1	4.0	0.0
SYNGR1	30.0	0.0
SYNGR2	681.0	331.0
SYNJ1	27.0	30.0
SYNJ2	5.0	28.0
SYNJ2BP	0.0	2.0
SYNM	0.0	2.0
SYNPO	2.0	0.0
SYNRG	230.0	342.0
SYPL1	308.0	284.0
SYS1	16.0	6.0
SYT11	15.0	21.0
SYT12	0.0	8.0
SYTL1	28.0	26.0
SYTL2	3.0	0.0
SYTL3	100.0	25.0
SYTL4	0.0	5.0
SYTL5	0.0	3.0
SYVN1	634.0	635.0
SZRD1	790.0	1065.0
SZT2	2.0	17.0
TAB1	106.0	113.0
TAB2	25.0	34.0
TAB3	13.0	14.0
TACC1	168.0	425.0
TACC3	478.0	493.0
TACO1	26.0	21.0
TACR1	0.0	5.0
TADA1	77.0	75.0
TADA2A	8.0	4.0
TADA2B	4.0	11.0
TADA3	77.0	75.0
TAF1	43.0	114.0
TAF10	3.0	0.0
TAF11	31.0	12.0
TAF12	10.0	8.0
TAF15	62.0	54.0
TAF1A	11.0	18.0
TAF1B	23.0	17.0
TAF1B_ENSG00000269973	0.0	4.0
TAF1C	53.0	66.0
TAF1D	24.0	17.0
TAF2	2.0	7.0
TAF3	2.0	0.0
TAF4	11.0	23.0
TAF4B	91.0	237.0
TAF5	42.0	50.0
TAF6	125.0	73.0
TAF6L	0.0	4.0
TAF7	139.0	255.0
TAF8	2.0	3.0
TAF9	52.0	35.0
TAF9B	60.0	190.0
TAFAZZIN	18.0	9.0
TAGAP	31.0	16.0
TAGLN2	419.0	129.0
TAGLN_SIDT2	3.0	0.0
TALDO1	140.0	71.0
TAMM41	24.0	8.0
TANC1	3.0	79.0
TANGO2	32.0	36.0
TANGO6	170.0	291.0
TANGO6_HAS3	0.0	2.0
TANK	196.0	161.0
TAOK2	46.0	55.0
TAOK3	274.0	237.0
TAP1	1122.0	1094.0
TAP2	205.0	390.0
TAPBP	3089.0	3282.0
TAPBPL	43.0	17.0
TARBP1	2.0	17.0
TARBP2	17.0	7.0
TARDBP	569.0	869.0
TARS1	433.0	785.0
TARS1-DT	7.0	7.0
TARS2	279.0	195.0
TARS3	38.0	25.0
TASL	11.0	2.0
TASOR	18.0	111.0
TASOR2	14.0	24.0
TASP1	36.0	32.0
TATDN1	14.0	8.0
TATDN2	4.0	21.0
TATDN3	17.0	26.0
TAX1BP1	345.0	317.0
TAX1BP3	3.0	0.0
TBC1D1	73.0	27.0
TBC1D10A	66.0	25.0
TBC1D10B	6.0	2.0
TBC1D10C	58.0	39.0
TBC1D12	2.0	4.0
TBC1D13	66.0	158.0
TBC1D14	320.0	369.0
TBC1D15	189.0	198.0
TBC1D17	50.0	25.0
TBC1D19	2.0	2.0
TBC1D2	0.0	3.0
TBC1D20	8.0	4.0
TBC1D22A	150.0	99.0
TBC1D22A-DT	3.0	0.0
TBC1D22B	123.0	146.0
TBC1D23	118.0	146.0
TBC1D24	23.0	40.0
TBC1D25	57.0	53.0
TBC1D2B	23.0	18.0
TBC1D30	0.0	13.0
TBC1D31	97.0	104.0
TBC1D31_ENSG00000287657	0.0	3.0
TBC1D32	17.0	3.0
TBC1D4	89.0	396.0
TBC1D5	267.0	354.0
TBC1D7	21.0	11.0
TBC1D8	0.0	3.0
TBC1D8B	13.0	0.0
TBC1D9	22.0	2.0
TBC1D9B	675.0	881.0
TBCA	56.0	13.0
TBCB_ENSG00000279504	63.0	0.0
TBCC	42.0	15.0
TBCCD1	55.0	53.0
TBCD	20.0	8.0
TBCE	50.0	31.0
TBCK	110.0	141.0
TBK1	246.0	415.0
TBL1X	10.0	6.0
TBL1XR1	70.0	82.0
TBL2	118.0	125.0
TBL3	110.0	83.0
TBP	72.0	52.0
TBPL1	59.0	51.0
TBRG1	20.0	38.0
TBRG4	112.0	115.0
TBX15	14.0	0.0
TBX21	0.0	5.0
TBXAS1	14.0	0.0
TBXT	9.0	6.0
TC2N	40.0	0.0
TC2N_CATSPERB	25.0	0.0
TCAF1	6.0	8.0
TCAF2	311.0	144.0
TCAF2C_ENSG00000253882	6.0	0.0
TCAF2_ENSG00000283537	31.0	0.0
TCAIM	56.0	71.0
TCEA1	1468.0	1699.0
TCEA2	2.0	0.0
TCEAL1	6.0	3.0
TCEAL3	31.0	5.0
TCEAL4	14.0	11.0
TCEAL8	52.0	36.0
TCEAL9	6.0	0.0
TCEANC	16.0	19.0
TCEANC2	3.0	14.0
TCERG1	111.0	143.0
TCF12	452.0	560.0
TCF19	383.0	327.0
TCF20	19.0	45.0
TCF25	96.0	85.0
TCF3	9.0	12.0
TCF4	117.0	102.0
TCF7	4.0	7.0
TCHP	23.0	44.0
TCIRG1	244.0	147.0
TCL1A	253.0	45.0
TCL6	9.0	5.0
TCN2	30.0	0.0
TCOF1	376.0	697.0
TCP1	464.0	619.0
TCP11L1	16.0	7.0
TCTA	23.0	26.0
TCTN1	19.0	23.0
TCTN2	9.0	0.0
TCTN3	96.0	203.0
TDG	170.0	338.0
TDP1	185.0	245.0
TDP2	88.0	90.0
TDRD12	0.0	3.0
TDRD3	32.0	57.0
TDRD7	57.0	65.0
TDRKH	11.0	31.0
TEAD4	2.0	0.0
TEC	13.0	27.0
TECPR1	19.0	26.0
TECPR2	15.0	26.0
TECR	56.0	23.0
TEDC2	16.0	9.0
TEF	0.0	9.0
TEFM	8.0	5.0
TELO2	76.0	130.0
TEN1	5.0	0.0
TEN1-CDK3	2.0	0.0
TENT2	445.0	564.0
TENT4A	13.0	6.0
TENT5A	0.0	13.0
TENT5C	288.0	535.0
TEP1	31.0	28.0
TEPSIN	8.0	22.0
TERF1	12.0	9.0
TERF2	0.0	2.0
TERF2IP	95.0	96.0
TES	348.0	523.0
TESC	8.0	9.0
TESK2	30.0	37.0
TESPA1	45.0	26.0
TET3	22.0	38.0
TEX10	238.0	376.0
TEX13D	5.0	0.0
TEX2	53.0	183.0
TEX21P	0.0	2.0
TEX261	11.0	87.0
TEX264	25.0	20.0
TEX30	19.0	11.0
TEX9	8.0	83.0
TFAM	214.0	347.0
TFAP2E	2.0	0.0
TFAP4	67.0	49.0
TFB1M	17.0	9.0
TFB2M	88.0	105.0
TFCP2	72.0	80.0
TFCP2L1	0.0	2.0
TFDP1	131.0	145.0
TFDP2	55.0	53.0
TFE3	113.0	61.0
TFEB	119.0	107.0
TFG	230.0	138.0
TFIP11	137.0	196.0
TFIP11-DT	3.0	3.0
TFPT	14.0	2.0
TFR2	2.0	2.0
TFRC	4850.0	7829.0
TGDS	32.0	19.0
TGFB1	0.0	4.0
TGFB1I1	2.0	0.0
TGFB3	0.0	2.0
TGFBI	0.0	3.0
TGFBR1	29.0	2.0
TGFBR3	36.0	292.0
TGFBRAP1	15.0	63.0
TGIF1	7.0	0.0
TGIF2	184.0	169.0
TGM2	49.0	6.0
TGM5	18.0	0.0
TGOLN2	53.0	55.0
TGS1	76.0	111.0
THADA	241.0	474.0
THAP1	54.0	53.0
THAP11	2.0	9.0
THAP12	8.0	18.0
THAP2	41.0	30.0
THAP3	9.0	0.0
THAP4	21.0	23.0
THAP5	14.0	186.0
THAP6	11.0	7.0
THAP7	8.0	12.0
THAP7-AS1	3.0	0.0
THAP8	9.0	2.0
THAP9	38.0	39.0
THAP9-AS1	13.0	19.0
THBS1	2.0	0.0
THBS3	0.0	4.0
THEM4	13.0	27.0
THEM6	51.0	27.0
THEMIS2	622.0	352.0
THG1L	5.0	6.0
THNSL1	63.0	171.0
THOC1	34.0	96.0
THOC2	88.0	23.0
THOC3	274.0	104.0
THOC5	52.0	56.0
THOC6	36.0	11.0
THOC7	84.0	30.0
THOP1	249.0	167.0
THRAP3	101.0	163.0
THSD7B	0.0	11.0
THTPA	9.0	13.0
THUMPD1	52.0	90.0
THUMPD2	19.0	35.0
THUMPD3	71.0	122.0
THUMPD3-AS1	0.0	11.0
THYN1	14.0	12.0
TIA1	88.0	186.0
TIAL1	146.0	248.0
TIAM1	4.0	2.0
TIAM2	21.0	13.0
TICAM1	164.0	87.0
TICAM2	15.0	29.0
TICRR	118.0	108.0
TIFA	303.0	222.0
TIGAR	49.0	8.0
TIGD1	0.0	9.0
TIGD2	12.0	21.0
TIGD3	2.0	0.0
TIGD6	2.0	0.0
TIGD7	6.0	13.0
TIGIT	56.0	2.0
TIMD4	10.0	4.0
TIMELESS	386.0	615.0
TIMM10	17.0	2.0
TIMM10B	58.0	213.0
TIMM13	4.0	0.0
TIMM13_LMNB2	0.0	23.0
TIMM17A	147.0	99.0
TIMM17B	24.0	9.0
TIMM21	44.0	34.0
TIMM22	2.0	8.0
TIMM23	82.0	62.0
TIMM23B	26.0	42.0
TIMM29	8.0	4.0
TIMM44	53.0	31.0
TIMM50	38.0	11.0
TIMM8A	4.0	6.0
TIMM8A_BTK	0.0	2.0
TIMM8B	10.0	3.0
TIMM9	16.0	5.0
TIMMDC1	64.0	53.0
TIMP1	12.0	0.0
TINF2	175.0	117.0
TIPARP	154.0	182.0
TIPIN	15.0	11.0
TIPRL	63.0	79.0
TIRAP	4.0	4.0
TJAP1	32.0	28.0
TJP2	30.0	27.0
TK1	105.0	56.0
TK2	2.0	2.0
TKFC	222.0	108.0
TKFC_ENSG00000279246	3.0	0.0
TKT	305.0	158.0
TLCD3A	17.0	7.0
TLE3	15.0	7.0
TLE5	10.0	10.0
TLK1	147.0	389.0
TLK1_METTL8	0.0	2.0
TLK2	15.0	44.0
TLN1	0.0	994.0
TLR1	103.0	96.0
TLR10	822.0	1007.0
TLR6	58.0	38.0
TLR7	350.0	306.0
TLR9	146.0	84.0
TLR9_ENSG00000280003	0.0	4.0
TM2D1	2.0	4.0
TM2D2	19.0	24.0
TM2D3	115.0	46.0
TM4SF19-DYNLT2B	0.0	2.0
TM6SF1	3.0	5.0
TM7SF2	19.0	26.0
TM7SF2_ENSG00000278952	0.0	8.0
TM7SF3	86.0	2.0
TM9SF1	90.0	91.0
TM9SF2	426.0	95.0
TM9SF3	39.0	70.0
TM9SF4	547.0	694.0
TMA16	81.0	83.0
TMA7	40.0	11.0
TMBIM1	253.0	130.0
TMBIM4	28.0	19.0
TMBIM6	2068.0	3009.0
TMC6	424.0	302.0
TMC8	110.0	149.0
TMCC1	2.0	4.0
TMCC1-DT	8.0	0.0
TMCC1_ENSG00000203644	2.0	2.0
TMCC3	90.0	191.0
TMCO1	111.0	75.0
TMCO1-AS1	0.0	2.0
TMCO3	53.0	85.0
TMCO4	18.0	35.0
TMCO6	10.0	6.0
TMED1	23.0	5.0
TMED10	1773.0	2960.0
TMED2	1842.0	2706.0
TMED3	87.0	47.0
TMED3_MINAR1	2.0	0.0
TMED4	137.0	55.0
TMED5	808.0	1327.0
TMED7	595.0	899.0
TMED7-TICAM2	5.0	16.0
TMED8	119.0	247.0
TMED9	684.0	443.0
TMEM101	49.0	21.0
TMEM102	6.0	4.0
TMEM104	17.0	47.0
TMEM106A	14.0	22.0
TMEM106B	62.0	156.0
TMEM106C	79.0	45.0
TMEM107	18.0	11.0
TMEM109	293.0	277.0
TMEM11	19.0	7.0
TMEM115	35.0	24.0
TMEM117	17.0	41.0
TMEM119	2.0	2.0
TMEM120A	12.0	5.0
TMEM123	964.0	1086.0
TMEM126A	20.0	5.0
TMEM126B	17.0	5.0
TMEM127	4.0	12.0
TMEM128	46.0	32.0
TMEM129	5.0	0.0
TMEM131	30.0	40.0
TMEM131L	1095.0	1267.0
TMEM134	22.0	5.0
TMEM135	143.0	182.0
TMEM138	2.0	11.0
TMEM140	65.0	17.0
TMEM140_ENSG00000272941	33.0	31.0
TMEM140_ENSG00000287733	0.0	3.0
TMEM141	2.0	2.0
TMEM141_CCDC183	0.0	2.0
TMEM143	59.0	25.0
TMEM144	9.0	14.0
TMEM147	12.0	9.0
TMEM147-AS1	2.0	23.0
TMEM14A	24.0	7.0
TMEM14B	135.0	43.0
TMEM14C	77.0	34.0
TMEM154	50.0	41.0
TMEM156	2.0	0.0
TMEM160	4.0	2.0
TMEM161A	27.0	21.0
TMEM161B	2.0	0.0
TMEM161B-DT	6.0	7.0
TMEM164	21.0	57.0
TMEM165	46.0	118.0
TMEM167A	128.0	234.0
TMEM167B	242.0	320.0
TMEM168	81.0	203.0
TMEM169	4.0	0.0
TMEM17	3.0	0.0
TMEM170A	18.0	58.0
TMEM175	12.0	5.0
TMEM177	12.0	18.0
TMEM179B	9.0	6.0
TMEM18	16.0	8.0
TMEM181	14.0	17.0
TMEM182	13.0	26.0
TMEM183A	66.0	67.0
TMEM184B	116.0	124.0
TMEM184C	19.0	41.0
TMEM185A	9.0	19.0
TMEM185B	6.0	18.0
TMEM186	14.0	10.0
TMEM187	2.0	0.0
TMEM19	80.0	149.0
TMEM191B	0.0	2.0
TMEM192	2.0	10.0
TMEM198B	2.0	13.0
TMEM199	35.0	55.0
TMEM200A	30.0	623.0
TMEM201	28.0	85.0
TMEM205	7.0	3.0
TMEM208	13.0	9.0
TMEM209	440.0	772.0
TMEM214	117.0	104.0
TMEM216	0.0	2.0
TMEM218	3.0	2.0
TMEM219	40.0	11.0
TMEM222	21.0	26.0
TMEM223	2.0	3.0
TMEM229B	0.0	2.0
TMEM230	94.0	70.0
TMEM231	18.0	14.0
TMEM231P1_ENSG00000273971	0.0	2.0
TMEM241	24.0	62.0
TMEM242	10.0	17.0
TMEM243	177.0	65.0
TMEM245	12.0	15.0
TMEM248	53.0	61.0
TMEM25	3.0	0.0
TMEM250	0.0	2.0
TMEM251	4.0	0.0
TMEM254	38.0	58.0
TMEM255A	5.0	23.0
TMEM256	6.0	2.0
TMEM258	39.0	6.0
TMEM259	7.0	2.0
TMEM260	21.0	24.0
TMEM263	729.0	1025.0
TMEM266	0.0	2.0
TMEM267	22.0	53.0
TMEM268	12.0	10.0
TMEM273	27.0	4.0
TMEM30A	1588.0	2776.0
TMEM30A-DT	2.0	3.0
TMEM33	60.0	100.0
TMEM35B	9.0	4.0
TMEM38A	12.0	2.0
TMEM38B	59.0	71.0
TMEM39A	80.0	62.0
TMEM39B	30.0	15.0
TMEM41A	37.0	30.0
TMEM41B	174.0	326.0
TMEM42	6.0	0.0
TMEM43	189.0	170.0
TMEM44	2.0	0.0
TMEM44-AS1	2.0	2.0
TMEM45A	37.0	24.0
TMEM50A	147.0	189.0
TMEM50B	34.0	105.0
TMEM53	6.0	0.0
TMEM59	166.0	92.0
TMEM60	5.0	0.0
TMEM62	12.0	12.0
TMEM63A	60.0	62.0
TMEM63B	33.0	9.0
TMEM63C	0.0	2.0
